order_id,customer_id,restaurant_id,order_date,gross_order_value,coupon_id,discount_amount,net_order_value,delivery_fee,food_cost,order_status,payment_method,estimated_zomato_revenue,estimated_profit
1257.00,201,3,2025-09-13,291.26,,0.00,291.26,0.00,185.75,Delivered,Wallet,72.82,40.82
1258.00,286,28,2025-10-25,1561.80,,0.00,1561.80,35.00,948.58,Delivered,UPI,425.45,393.45
1259.00,35,13,2025-01-08,404.63,,0.00,404.63,45.00,252.44,Delivered,Card,134.02,102.02
1260.00,120,3,2025-01-10,660.57,,0.00,660.57,35.00,389.11,Delivered,Wallet,200.14,168.14
1261.00,37,8,2025-02-01,534.79,,0.00,534.79,0.00,307.63,Delivered,Wallet,106.96,74.96
1262.00,49,29,2025-07-19,361.24,1,150.00,211.24,25.00,228.74,Delivered,Card,104.47,-77.53
1263.00,52,12,2025-05-12,726.77,,0.00,726.77,55.00,385.28,Delivered,UPI,236.69,204.69
1264.00,172,12,2025-08-25,391.91,,0.00,391.91,0.00,227.15,Delivered,Cash,97.98,65.98
1265.00,10,15,2025-02-03,913.20,,0.00,913.20,25.00,494.49,Delivered,Cash,207.64,175.64
1266.00,2,17,2025-06-19,558.65,,0.00,558.65,35.00,290.97,Delivered,Card,146.73,114.73
1267.00,214,18,2025-07-09,1158.44,,0.00,1158.44,0.00,691.27,Delivered,Wallet,208.52,176.52
1268.00,239,2,2025-10-15,495.60,,0.00,495.60,25.00,303.72,Delivered,UPI,114.21,82.21
1269.00,141,21,2025-01-21,950.79,,0.00,950.79,45.00,504.20,Delivered,Wallet,216.14,184.14
1270.00,71,13,2025-03-01,557.78,,0.00,557.78,35.00,324.12,Delivered,UPI,157.71,125.71
1271.00,70,23,2025-07-14,276.26,,0.00,276.26,0.00,166.76,Delivered,Wallet,49.73,17.73
1272.00,266,25,2025-07-04,1014.93,8,180.00,834.93,0.00,625.39,Delivered,Wallet,223.28,11.28
1273.00,129,8,2025-08-15,1107.63,,0.00,1107.63,35.00,673.65,Delivered,Wallet,256.53,224.53
1274.00,282,23,2025-07-10,936.08,,0.00,936.08,35.00,580.90,Delivered,Card,203.49,171.49
1275.00,86,17,2025-12-30,874.01,,0.00,874.01,0.00,477.44,Delivered,UPI,174.80,142.80
1276.00,130,19,2025-04-01,363.46,,0.00,363.46,0.00,191.78,Cancelled,Card,0.00,0.00
1277.00,235,13,2025-12-01,701.64,,0.00,701.64,45.00,377.23,Delivered,Card,199.36,167.36
1278.00,101,24,2025-06-19,858.93,,0.00,858.93,55.00,514.05,Delivered,Card,226.79,194.79
1279.00,194,17,2025-12-03,274.28,,0.00,274.28,45.00,152.99,Delivered,Card,99.86,67.86
1280.00,179,16,2025-12-05,448.28,,0.00,448.28,0.00,278.94,Delivered,UPI,89.66,57.66
1281.00,296,7,2025-01-27,649.64,,0.00,649.64,0.00,395.57,Delivered,Card,129.93,97.93
1282.00,283,1,2025-07-29,300.03,,0.00,300.03,45.00,166.12,Delivered,UPI,111.01,79.01
1283.00,35,26,2025-04-04,537.04,,0.00,537.04,55.00,342.44,Delivered,Cash,189.26,157.26
1284.00,217,23,2025-10-31,667.32,,0.00,667.32,45.00,367.45,Delivered,Cash,165.12,133.12
1285.00,109,14,2025-07-06,383.28,1,150.00,233.28,45.00,207.41,Delivered,Wallet,140.82,-41.18
1286.00,248,18,2025-05-18,251.25,,0.00,251.25,25.00,140.64,Delivered,Card,70.22,38.22
1287.00,205,26,2025-06-24,568.86,,0.00,568.86,45.00,316.44,Delivered,UPI,187.22,155.22
1288.00,28,17,2025-04-01,579.75,,0.00,579.75,45.00,337.31,Delivered,Wallet,160.95,128.95
1289.00,63,28,2025-01-16,630.68,,0.00,630.68,45.00,339.65,Delivered,Card,202.67,170.67
1290.00,87,20,2025-08-30,471.07,,0.00,471.07,55.00,269.30,Delivered,Wallet,149.21,117.21
1291.00,274,22,2025-08-28,398.41,,0.00,398.41,25.00,226.76,Delivered,UPI,124.60,92.60
1292.00,78,29,2025-03-05,546.28,,0.00,546.28,35.00,323.22,Delivered,Card,155.18,123.18
1293.00,229,13,2025-09-16,441.24,,0.00,441.24,55.00,270.32,Delivered,UPI,152.07,120.07
1294.00,70,17,2025-03-12,513.08,,0.00,513.08,0.00,312.40,Delivered,UPI,102.62,70.62
1295.00,101,11,2025-11-18,239.66,,0.00,239.66,55.00,135.93,Delivered,Wallet,114.92,82.92
1296.00,255,9,2025-03-18,392.86,,0.00,392.86,55.00,238.93,Delivered,Card,125.71,93.71
1297.00,31,5,2025-01-07,651.73,,0.00,651.73,55.00,381.98,Delivered,UPI,185.35,153.35
1298.00,158,10,2025-08-14,442.94,,0.00,442.94,55.00,250.84,Delivered,Wallet,134.73,102.73
1299.00,10,16,2025-03-16,491.92,,0.00,491.92,25.00,305.06,Delivered,Wallet,123.38,91.38
1300.00,54,11,2025-07-10,349.34,,0.00,349.34,25.00,187.73,Cancelled,Card,0.00,0.00
1301.00,55,29,2025-11-21,672.60,,0.00,672.60,45.00,400.14,Delivered,Cash,192.97,160.97
1302.00,197,16,2025-06-13,724.39,,0.00,724.39,45.00,378.69,Delivered,Cash,189.88,157.88
1303.00,14,6,2025-10-28,244.52,,0.00,244.52,55.00,153.08,Delivered,Wallet,103.90,71.90
1304.00,145,2,2025-07-02,632.66,,0.00,632.66,0.00,363.61,Delivered,Cash,113.88,81.88
1305.00,99,5,2025-08-18,228.53,,0.00,228.53,25.00,144.03,Delivered,Cash,70.71,38.71
1306.00,205,11,2025-09-28,551.24,,0.00,551.24,55.00,350.60,Delivered,Cash,192.81,160.81
1307.00,44,9,2025-08-01,904.76,,0.00,904.76,0.00,546.96,Delivered,UPI,162.86,130.86
1308.00,116,3,2025-07-08,384.19,,0.00,384.19,25.00,238.31,Delivered,Cash,121.05,89.05
1309.00,47,5,2025-11-27,449.25,,0.00,449.25,25.00,245.72,Delivered,Wallet,114.85,82.85
1310.00,280,5,2025-06-29,462.06,,0.00,462.06,55.00,241.09,Delivered,Wallet,147.41,115.41
1311.00,14,29,2025-02-23,316.66,,0.00,316.66,35.00,185.94,Delivered,Card,104.67,72.67
1312.00,41,9,2025-06-25,370.47,,0.00,370.47,25.00,200.17,Delivered,Cash,91.68,59.68
1313.00,272,25,2025-03-29,1091.98,,0.00,1091.98,55.00,654.72,Delivered,Wallet,295.24,263.24
1314.00,60,24,2025-07-04,461.04,,0.00,461.04,25.00,280.83,Delivered,Card,117.21,85.21
1315.00,113,10,2025-09-25,339.70,,0.00,339.70,25.00,183.64,Delivered,Cash,86.15,54.15
1316.00,6,11,2025-08-04,777.00,,0.00,777.00,45.00,475.80,Delivered,Wallet,239.25,207.25
1317.00,281,20,2025-08-06,442.60,3,88.52,354.08,0.00,256.07,Delivered,Card,88.52,-32.00
1318.00,178,21,2025-01-03,602.58,,0.00,602.58,45.00,329.64,Delivered,Cash,153.46,121.46
1319.00,6,4,2025-03-20,417.85,,0.00,417.85,25.00,258.75,Delivered,Card,100.21,68.21
1320.00,1,9,2025-02-11,1301.11,,0.00,1301.11,0.00,715.57,Delivered,UPI,234.20,202.20
1321.00,256,16,2025-11-28,776.62,,0.00,776.62,45.00,454.28,Delivered,Wallet,200.32,168.32
1322.00,54,9,2025-10-02,786.39,6,75.00,711.39,55.00,503.21,Delivered,Wallet,196.55,89.55
1323.00,162,14,2025-06-20,396.24,,0.00,396.24,55.00,222.05,Cancelled,Card,0.00,0.00
1324.00,210,28,2025-08-21,278.27,,0.00,278.27,0.00,166.06,Delivered,Card,69.57,37.57
1325.00,7,16,2025-08-21,301.24,,0.00,301.24,25.00,186.71,Delivered,Cash,85.25,53.25
1326.00,30,22,2025-11-21,1060.67,,0.00,1060.67,25.00,643.54,Cancelled,Card,0.00,0.00
1327.00,250,24,2025-11-14,371.49,,0.00,371.49,25.00,199.51,Delivered,Cash,99.30,67.30
1328.00,10,25,2025-05-25,234.96,,0.00,234.96,35.00,139.06,Delivered,Wallet,86.69,54.69
1329.00,199,21,2025-07-25,462.60,8,154.39,308.21,55.00,263.09,Delivered,Wallet,138.27,-48.12
1330.00,96,26,2025-11-01,398.35,,0.00,398.35,45.00,240.38,Delivered,Card,144.59,112.59
1331.00,56,1,2025-11-26,629.32,,0.00,629.32,55.00,361.40,Delivered,UPI,193.45,161.45
1332.00,250,22,2025-06-28,541.65,,0.00,541.65,25.00,302.81,Delivered,Card,160.41,128.41
1333.00,243,7,2025-05-22,816.74,,0.00,816.74,45.00,442.13,Delivered,Cash,208.35,176.35
1334.00,259,27,2025-10-04,1125.00,,0.00,1125.00,45.00,674.79,Delivered,Card,292.50,260.50
1335.00,280,18,2025-06-23,941.88,,0.00,941.88,55.00,551.37,Delivered,Wallet,224.54,192.54
1336.00,47,1,2025-09-17,923.18,,0.00,923.18,0.00,584.70,Delivered,Card,203.10,171.10
1337.00,23,6,2025-03-25,579.12,,0.00,579.12,25.00,314.44,Delivered,UPI,140.82,108.82
1338.00,284,11,2025-03-28,1196.79,3,120.00,1076.79,0.00,629.82,Delivered,Card,299.20,147.20
1339.00,247,11,2025-05-26,619.29,,0.00,619.29,35.00,332.61,Delivered,Card,189.82,157.82
1340.00,279,20,2025-09-28,424.94,,0.00,424.94,35.00,224.12,Delivered,Wallet,119.99,87.99
1341.00,240,25,2025-07-23,987.82,,0.00,987.82,25.00,581.49,Delivered,Cash,242.32,210.32
1342.00,99,9,2025-05-13,320.30,,0.00,320.30,35.00,175.18,Delivered,UPI,92.65,60.65
1343.00,217,8,2025-01-01,343.44,,0.00,343.44,0.00,183.77,Delivered,Cash,68.69,36.69
1344.00,145,24,2025-04-23,646.72,,0.00,646.72,35.00,343.40,Delivered,UPI,164.34,132.34
1345.00,224,18,2025-07-03,961.66,,0.00,961.66,45.00,541.03,Delivered,Cash,218.10,186.10
1346.00,129,27,2025-03-03,239.52,,0.00,239.52,55.00,137.63,Cancelled,UPI,0.00,0.00
1347.00,209,6,2025-12-03,312.13,,0.00,312.13,45.00,187.16,Delivered,Card,107.43,75.43
1348.00,272,17,2025-10-31,674.79,,0.00,674.79,55.00,402.00,Delivered,Card,189.96,157.96
1349.00,298,8,2025-05-14,240.79,,0.00,240.79,55.00,138.34,Delivered,Card,103.16,71.16
1350.00,117,20,2025-08-28,571.22,,0.00,571.22,35.00,365.34,Delivered,Wallet,149.24,117.24
1351.00,19,20,2025-05-15,231.08,,0.00,231.08,25.00,134.94,Delivered,Cash,71.22,39.22
1352.00,270,20,2025-05-06,913.24,,0.00,913.24,55.00,496.15,Delivered,Wallet,237.65,205.65
1353.00,173,30,2025-07-16,394.65,,0.00,394.65,55.00,247.42,Delivered,UPI,133.93,101.93
1354.00,266,7,2025-12-18,567.22,,0.00,567.22,45.00,349.84,Delivered,Cash,158.44,126.44
1355.00,282,16,2025-02-12,583.45,,0.00,583.45,25.00,309.23,Delivered,Card,141.69,109.69
1356.00,212,14,2025-06-11,263.45,,0.00,263.45,35.00,155.27,Delivered,Cash,100.86,68.86
1357.00,20,27,2025-11-17,244.03,,0.00,244.03,25.00,131.05,Delivered,Card,78.69,46.69
1358.00,152,14,2025-10-10,571.86,,0.00,571.86,25.00,356.46,Delivered,UPI,167.97,135.97
1359.00,101,28,2025-03-20,291.64,,0.00,291.64,0.00,179.48,Delivered,Wallet,72.91,40.91
1360.00,247,15,2025-06-25,1099.30,8,180.00,919.30,45.00,654.24,Delivered,Wallet,264.86,52.86
1361.00,217,16,2025-01-26,447.99,,0.00,447.99,0.00,282.27,Delivered,UPI,89.60,57.60
1362.00,108,23,2025-04-12,894.40,,0.00,894.40,25.00,562.26,Delivered,UPI,185.99,153.99
1363.00,250,7,2025-12-12,623.51,,0.00,623.51,25.00,333.05,Delivered,Wallet,149.70,117.70
1364.00,143,25,2025-03-19,1372.31,,0.00,1372.31,35.00,727.67,Delivered,UPI,336.91,304.91
1365.00,173,20,2025-06-30,1246.06,,0.00,1246.06,45.00,713.28,Delivered,Wallet,294.21,262.21
1366.00,158,4,2025-11-20,343.45,,0.00,343.45,0.00,181.00,Delivered,Cash,61.82,29.82
1367.00,174,17,2025-08-05,619.54,4,55.00,564.54,0.00,332.26,Delivered,UPI,123.91,36.91
1368.00,129,11,2025-05-07,324.48,,0.00,324.48,25.00,192.66,Delivered,UPI,106.12,74.12
1369.00,114,9,2025-05-07,325.92,,0.00,325.92,25.00,178.84,Delivered,Cash,83.67,51.67
1370.00,74,25,2025-01-25,224.11,,0.00,224.11,0.00,124.49,Delivered,Card,49.30,17.30
1371.00,282,29,2025-04-08,591.85,,0.00,591.85,45.00,313.20,Delivered,Cash,175.21,143.21
1372.00,9,12,2025-03-09,233.70,,0.00,233.70,0.00,126.27,Delivered,Card,58.43,26.43
1373.00,139,21,2025-03-08,322.52,,0.00,322.52,55.00,199.47,Delivered,Cash,113.05,81.05
1374.00,284,12,2025-10-14,619.51,,0.00,619.51,25.00,375.61,Delivered,Cash,179.88,147.88
1375.00,257,14,2025-06-07,455.96,,0.00,455.96,55.00,241.74,Delivered,Wallet,168.99,136.99
1376.00,271,8,2025-10-13,337.83,,0.00,337.83,35.00,203.81,Delivered,UPI,102.57,70.57
1377.00,4,26,2025-02-01,323.98,,0.00,323.98,25.00,195.83,Delivered,Card,106.00,74.00
1378.00,86,3,2025-09-29,1067.18,,0.00,1067.18,45.00,619.77,Delivered,UPI,311.80,279.80
1379.00,184,18,2025-12-22,291.18,,0.00,291.18,25.00,185.07,Delivered,Wallet,77.41,45.41
1380.00,5,15,2025-08-20,349.63,,0.00,349.63,35.00,221.20,Delivered,Card,104.93,72.93
1381.00,153,6,2025-10-03,1448.70,,0.00,1448.70,0.00,880.57,Delivered,UPI,289.74,257.74
1382.00,37,21,2025-11-15,395.67,,0.00,395.67,0.00,241.74,Delivered,UPI,71.22,39.22
1383.00,279,24,2025-09-13,435.55,,0.00,435.55,25.00,271.73,Delivered,UPI,112.11,80.11
1384.00,209,8,2025-01-13,382.93,,0.00,382.93,35.00,241.96,Delivered,UPI,111.59,79.59
1385.00,25,27,2025-01-24,487.22,,0.00,487.22,35.00,262.08,Delivered,Wallet,142.19,110.19
1386.00,4,18,2025-02-11,300.54,,0.00,300.54,0.00,190.97,Delivered,Cash,54.10,22.10
1387.00,57,1,2025-12-30,502.59,,0.00,502.59,25.00,318.73,Delivered,Wallet,135.57,103.57
1388.00,1,20,2025-09-16,520.79,,0.00,520.79,35.00,273.48,Delivered,Wallet,139.16,107.16
1389.00,36,12,2025-03-14,262.29,,0.00,262.29,45.00,166.25,Delivered,Card,110.57,78.57
1390.00,231,16,2025-02-19,500.13,,0.00,500.13,25.00,284.99,Delivered,Wallet,125.03,93.03
1391.00,81,29,2025-11-25,694.13,,0.00,694.13,45.00,418.35,Delivered,Card,197.71,165.71
1392.00,204,23,2025-06-14,265.28,,0.00,265.28,55.00,154.72,Delivered,Wallet,102.75,70.75
1393.00,131,28,2025-04-06,1129.36,,0.00,1129.36,35.00,657.32,Delivered,Card,317.34,285.34
1394.00,252,4,2025-07-18,223.65,,0.00,223.65,0.00,135.50,Delivered,Card,40.26,8.26
1395.00,96,16,2025-10-11,514.85,,0.00,514.85,35.00,304.34,Delivered,Wallet,137.97,105.97
1396.00,153,21,2025-07-31,409.27,,0.00,409.27,35.00,227.21,Cancelled,Cash,0.00,0.00
1397.00,50,16,2025-11-10,924.46,,0.00,924.46,25.00,503.72,Delivered,UPI,209.89,177.89
1398.00,264,11,2025-04-22,555.39,,0.00,555.39,0.00,345.96,Delivered,Cash,138.85,106.85
1399.00,176,25,2025-03-02,449.28,,0.00,449.28,55.00,286.28,Delivered,Wallet,153.84,121.84
1400.00,120,11,2025-06-15,342.22,,0.00,342.22,35.00,207.35,Delivered,Card,120.56,88.56
1401.00,28,28,2025-12-06,406.09,,0.00,406.09,0.00,253.27,Delivered,UPI,101.52,69.52
1402.00,53,19,2025-10-03,814.76,,0.00,814.76,0.00,444.59,Delivered,UPI,179.25,147.25
1403.00,43,10,2025-10-14,255.37,,0.00,255.37,45.00,149.23,Cancelled,Cash,0.00,0.00
1404.00,121,4,2025-11-11,515.35,,0.00,515.35,25.00,313.98,Delivered,UPI,117.76,85.76
1405.00,182,19,2025-05-10,994.88,,0.00,994.88,0.00,556.36,Delivered,Wallet,218.87,186.87
1406.00,209,30,2025-04-04,410.61,,0.00,410.61,55.00,258.28,Cancelled,Cash,0.00,0.00
1407.00,203,15,2025-10-02,403.33,,0.00,403.33,45.00,221.92,Delivered,Cash,125.67,93.67
1408.00,5,2,2025-03-20,747.85,,0.00,747.85,55.00,450.28,Delivered,UPI,189.61,157.61
1409.00,82,28,2025-02-24,515.91,,0.00,515.91,25.00,275.25,Delivered,UPI,153.98,121.98
1410.00,22,9,2025-03-26,313.32,,0.00,313.32,35.00,185.69,Delivered,Card,91.40,59.40
1411.00,42,22,2025-12-04,574.09,,0.00,574.09,35.00,335.29,Delivered,Card,178.52,146.52
1412.00,114,8,2025-08-26,265.52,,0.00,265.52,25.00,146.90,Delivered,Card,78.10,46.10
1413.00,19,23,2025-07-15,701.23,,0.00,701.23,45.00,406.01,Delivered,Card,171.22,139.22
1414.00,7,15,2025-09-10,492.42,,0.00,492.42,25.00,311.53,Delivered,Wallet,123.48,91.48
1415.00,284,29,2025-02-03,410.65,,0.00,410.65,25.00,256.84,Delivered,Wallet,115.34,83.34
1416.00,218,11,2025-12-30,788.24,,0.00,788.24,35.00,412.30,Delivered,Wallet,232.06,200.06
1417.00,259,28,2025-12-02,597.64,,0.00,597.64,35.00,336.52,Delivered,Wallet,184.41,152.41
1418.00,274,7,2025-07-20,693.14,,0.00,693.14,45.00,402.22,Delivered,UPI,183.63,151.63
1419.00,229,4,2025-03-03,517.91,,0.00,517.91,45.00,302.82,Delivered,Wallet,138.22,106.22
1420.00,192,16,2025-01-31,613.68,,0.00,613.68,45.00,377.56,Delivered,Card,167.74,135.74
1421.00,21,4,2025-10-11,324.40,,0.00,324.40,0.00,192.03,Delivered,Card,58.39,26.39
1422.00,96,8,2025-11-06,1564.05,,0.00,1564.05,55.00,899.61,Delivered,Cash,367.81,335.81
1423.00,70,22,2025-01-10,1381.75,,0.00,1381.75,0.00,842.56,Delivered,Wallet,345.44,313.44
1424.00,109,18,2025-04-09,608.29,,0.00,608.29,45.00,381.55,Delivered,Wallet,154.49,122.49
1425.00,86,27,2025-06-09,247.08,,0.00,247.08,25.00,156.39,Delivered,UPI,79.36,47.36
1426.00,226,11,2025-01-02,586.98,,0.00,586.98,0.00,356.50,Delivered,UPI,146.75,114.75
1427.00,20,8,2025-06-03,292.25,,0.00,292.25,55.00,157.02,Delivered,Cash,113.45,81.45
1428.00,210,5,2025-03-19,350.50,,0.00,350.50,35.00,186.69,Delivered,UPI,105.10,73.10
1429.00,28,11,2025-11-22,656.16,,0.00,656.16,0.00,352.41,Delivered,UPI,164.04,132.04
1430.00,259,5,2025-03-19,2738.41,,0.00,2738.41,35.00,1657.16,Delivered,Card,582.68,550.68
1431.00,289,5,2025-12-03,1052.82,,0.00,1052.82,35.00,564.42,Delivered,Card,245.56,213.56
1432.00,268,24,2025-07-23,355.20,,0.00,355.20,55.00,199.74,Delivered,Cash,126.04,94.04
1433.00,153,15,2025-09-24,871.05,,0.00,871.05,35.00,490.49,Delivered,UPI,209.21,177.21
1434.00,25,27,2025-11-25,717.62,,0.00,717.62,45.00,417.12,Delivered,Wallet,202.88,170.88
1435.00,136,29,2025-11-29,619.93,,0.00,619.93,25.00,380.78,Delivered,Card,161.38,129.38
1436.00,239,17,2025-03-19,757.42,,0.00,757.42,45.00,410.97,Delivered,Card,196.48,164.48
1437.00,279,22,2025-05-11,355.26,,0.00,355.26,0.00,222.09,Delivered,Card,88.82,56.82
1438.00,77,11,2025-12-22,888.82,,0.00,888.82,25.00,541.79,Delivered,Cash,247.21,215.21
1439.00,90,18,2025-08-15,371.38,,0.00,371.38,25.00,223.02,Delivered,UPI,91.85,59.85
1440.00,84,4,2025-06-21,225.02,,0.00,225.02,25.00,142.14,Delivered,Card,65.50,33.50
1441.00,64,28,2025-08-22,255.43,,0.00,255.43,55.00,162.63,Delivered,Cash,118.86,86.86
1442.00,223,21,2025-04-23,949.60,,0.00,949.60,0.00,603.83,Delivered,Card,170.93,138.93
1443.00,148,13,2025-05-24,757.16,,0.00,757.16,0.00,428.02,Delivered,Card,166.58,134.58
1444.00,275,6,2025-10-11,819.68,,0.00,819.68,55.00,484.35,Delivered,UPI,218.94,186.94
1445.00,251,11,2025-05-11,314.19,,0.00,314.19,55.00,172.69,Delivered,Card,133.55,101.55
1446.00,47,3,2025-09-26,1216.50,,0.00,1216.50,0.00,650.80,Delivered,Wallet,304.13,272.13
1447.00,86,14,2025-04-25,288.61,,0.00,288.61,45.00,169.38,Delivered,Card,117.15,85.15
1448.00,137,8,2025-02-18,478.76,,0.00,478.76,45.00,296.49,Delivered,Cash,140.75,108.75
1449.00,297,13,2025-09-11,964.08,,0.00,964.08,55.00,551.66,Delivered,Cash,267.10,235.10
1450.00,268,27,2025-04-14,412.96,,0.00,412.96,25.00,260.28,Cancelled,Wallet,0.00,0.00
1451.00,249,20,2025-03-17,363.90,,0.00,363.90,35.00,193.11,Delivered,Cash,107.78,75.78
1452.00,246,28,2025-09-28,457.46,,0.00,457.46,35.00,253.89,Delivered,Card,149.37,117.37
1453.00,95,16,2025-09-11,227.32,,0.00,227.32,35.00,134.36,Delivered,Card,80.46,48.46
1454.00,271,23,2025-03-26,468.90,,0.00,468.90,25.00,287.08,Delivered,Wallet,109.40,77.40
1455.00,87,22,2025-07-16,321.87,,0.00,321.87,35.00,187.65,Delivered,Cash,115.47,83.47
1456.00,139,9,2025-08-28,408.30,,0.00,408.30,55.00,252.74,Delivered,UPI,128.49,96.49
1457.00,33,26,2025-08-21,606.72,,0.00,606.72,55.00,381.64,Delivered,Card,206.68,174.68
1458.00,95,16,2025-10-26,465.22,,0.00,465.22,45.00,282.45,Delivered,Cash,138.04,106.04
1459.00,177,9,2025-02-28,265.76,,0.00,265.76,45.00,162.70,Delivered,Cash,92.84,60.84
1460.00,219,18,2025-03-25,240.77,,0.00,240.77,25.00,135.79,Delivered,UPI,68.34,36.34
1461.00,103,26,2025-01-18,252.75,,0.00,252.75,45.00,148.15,Delivered,Wallet,108.19,76.19
1462.00,118,25,2025-06-26,334.47,,0.00,334.47,35.00,193.14,Delivered,Card,108.58,76.58
1463.00,249,22,2025-03-14,414.30,,0.00,414.30,45.00,236.09,Delivered,Card,148.57,116.57
1464.00,88,6,2025-03-03,876.98,,0.00,876.98,25.00,486.33,Delivered,Card,200.40,168.40
1465.00,254,2,2025-10-08,1400.14,7,250.00,1150.14,45.00,728.18,Delivered,Card,297.03,15.03
1466.00,157,2,2025-02-16,424.14,,0.00,424.14,45.00,263.14,Delivered,Cash,121.35,89.35
1467.00,148,4,2025-11-07,1184.31,,0.00,1184.31,25.00,731.34,Delivered,Card,238.18,206.18
1468.00,114,15,2025-08-24,636.14,,0.00,636.14,25.00,376.95,Delivered,Card,152.23,120.23
1469.00,137,7,2025-10-11,481.62,,0.00,481.62,45.00,259.66,Delivered,UPI,141.32,109.32
1470.00,109,20,2025-08-17,357.98,,0.00,357.98,0.00,200.95,Delivered,UPI,71.60,39.60
1471.00,12,12,2025-07-04,316.84,,0.00,316.84,35.00,180.38,Delivered,Cash,114.21,82.21
1472.00,281,3,2025-04-09,661.39,,0.00,661.39,0.00,365.25,Delivered,Wallet,165.35,133.35
1473.00,169,25,2025-10-01,291.42,,0.00,291.42,45.00,171.64,Delivered,Cash,109.11,77.11
1474.00,101,25,2025-12-30,241.58,,0.00,241.58,55.00,134.28,Delivered,Wallet,108.15,76.15
1475.00,261,11,2025-08-16,1261.47,,0.00,1261.47,45.00,763.88,Delivered,Wallet,360.37,328.37
1476.00,134,8,2025-04-13,727.48,,0.00,727.48,55.00,465.54,Delivered,UPI,200.50,168.50
1477.00,295,2,2025-06-02,276.34,,0.00,276.34,35.00,173.25,Delivered,Card,84.74,52.74
1478.00,76,11,2025-10-28,909.43,,0.00,909.43,0.00,485.73,Delivered,Wallet,227.36,195.36
1479.00,114,21,2025-02-26,338.13,,0.00,338.13,25.00,214.19,Delivered,UPI,85.86,53.86
1480.00,53,4,2025-05-12,459.58,,0.00,459.58,45.00,277.87,Delivered,UPI,127.72,95.72
1481.00,124,10,2025-06-08,657.11,,0.00,657.11,25.00,368.16,Delivered,UPI,143.28,111.28
1482.00,56,5,2025-08-03,626.77,,0.00,626.77,45.00,358.30,Delivered,Wallet,170.35,138.35
1483.00,177,16,2025-05-21,360.42,,0.00,360.42,25.00,196.85,Delivered,Card,97.08,65.08
1484.00,15,30,2025-02-18,445.49,,0.00,445.49,35.00,284.32,Delivered,Cash,124.10,92.10
1485.00,115,18,2025-09-16,311.52,,0.00,311.52,45.00,177.07,Cancelled,Cash,0.00,0.00
1486.00,135,28,2025-04-01,611.37,,0.00,611.37,25.00,383.14,Delivered,Cash,177.84,145.84
1487.00,28,13,2025-03-20,597.83,,0.00,597.83,0.00,347.61,Delivered,Card,131.52,99.52
1488.00,222,20,2025-11-26,958.01,,0.00,958.01,45.00,558.11,Delivered,Wallet,236.60,204.60
1489.00,78,19,2025-01-31,260.03,,0.00,260.03,55.00,135.75,Delivered,Card,112.21,80.21
1490.00,286,6,2025-07-09,318.44,,0.00,318.44,45.00,187.40,Delivered,Wallet,108.69,76.69
1491.00,49,23,2025-11-22,337.26,,0.00,337.26,25.00,178.63,Delivered,Card,85.71,53.71
1492.00,271,24,2025-08-13,532.61,,0.00,532.61,0.00,298.14,Delivered,Cash,106.52,74.52
1493.00,194,25,2025-07-13,232.93,,0.00,232.93,0.00,137.63,Delivered,Wallet,51.24,19.24
1494.00,175,17,2025-10-23,303.60,,0.00,303.60,55.00,167.91,Delivered,UPI,115.72,83.72
1495.00,17,28,2025-06-12,374.47,,0.00,374.47,25.00,208.13,Delivered,Wallet,118.62,86.62
1496.00,108,20,2025-03-13,669.47,,0.00,669.47,35.00,418.79,Delivered,Wallet,168.89,136.89
1497.00,117,17,2025-03-09,400.64,,0.00,400.64,45.00,228.79,Delivered,Cash,125.13,93.13
1498.00,255,9,2025-07-20,915.41,,0.00,915.41,0.00,527.38,Delivered,Cash,164.77,132.77
1499.00,3,10,2025-03-09,353.89,,0.00,353.89,25.00,212.22,Delivered,Wallet,88.70,56.70
1500.00,16,7,2025-07-03,1402.80,,0.00,1402.80,0.00,771.05,Delivered,Wallet,280.56,248.56
1501.00,38,9,2025-11-15,590.10,,0.00,590.10,25.00,371.89,Delivered,Cash,131.22,99.22
1502.00,262,4,2025-03-26,410.35,,0.00,410.35,55.00,224.56,Delivered,Wallet,128.86,96.86
1503.00,50,5,2025-06-08,1255.61,,0.00,1255.61,35.00,663.61,Delivered,Card,286.12,254.12
1504.00,221,6,2025-02-20,315.41,,0.00,315.41,25.00,190.24,Delivered,Card,88.08,56.08
1505.00,180,5,2025-10-14,340.12,,0.00,340.12,55.00,196.01,Delivered,Wallet,123.02,91.02
1506.00,129,20,2025-12-26,590.20,,0.00,590.20,45.00,357.62,Delivered,Cash,163.04,131.04
1507.00,19,24,2025-07-03,250.64,,0.00,250.64,55.00,145.89,Delivered,Card,105.13,73.13
1508.00,192,2,2025-01-28,377.99,,0.00,377.99,0.00,222.91,Delivered,Card,68.04,36.04
1509.00,216,27,2025-06-27,262.80,,0.00,262.80,35.00,149.65,Delivered,Card,92.82,60.82
1510.00,243,26,2025-10-19,1320.88,,0.00,1320.88,45.00,810.66,Cancelled,Wallet,0.00,0.00
1511.00,278,30,2025-02-05,404.67,,0.00,404.67,35.00,223.03,Delivered,Cash,115.93,83.93
1512.00,210,4,2025-04-22,628.21,,0.00,628.21,25.00,387.99,Delivered,UPI,138.08,106.08
