order_id,customer_id,restaurant_id,order_date,gross_order_value,coupon_id,discount_amount,net_order_value,delivery_fee,food_cost,order_status,payment_method,estimated_zomato_revenue,estimated_profit,order_type,order_month,order_day,order_hour
1332.0,250,22,2025-06-28,541.65,,0.0,541.65,25.0,302.81,Delivered,Card,160.41,128.41,Non-Coupon Order,2025-06,Saturday,0
1333.0,243,7,2025-05-22,816.74,,0.0,816.74,45.0,442.13,Delivered,Cash,208.35,176.35,Non-Coupon Order,2025-05,Thursday,0
1334.0,259,27,2025-10-04,1125.0,,0.0,1125.0,45.0,674.79,Delivered,Card,292.5,260.5,Non-Coupon Order,2025-10,Saturday,0
1335.0,280,18,2025-06-23,941.88,,0.0,941.88,55.0,551.37,Delivered,Wallet,224.54,192.54,Non-Coupon Order,2025-06,Monday,0
1336.0,47,1,2025-09-17,923.18,,0.0,923.18,0.0,584.7,Delivered,Card,203.1,171.1,Non-Coupon Order,2025-09,Wednesday,0
1337.0,23,6,2025-03-25,579.12,,0.0,579.12,25.0,314.44,Delivered,Upi,140.82,108.82,Non-Coupon Order,2025-03,Tuesday,0
1338.0,284,11,2025-03-28,1196.79,3.0,120.0,1076.79,0.0,629.82,Delivered,Card,299.2,147.2,Coupon Order,2025-03,Friday,0
1339.0,247,11,2025-05-26,619.29,,0.0,619.29,35.0,332.61,Delivered,Card,189.82,157.82,Non-Coupon Order,2025-05,Monday,0
1340.0,279,20,2025-09-28,424.94,,0.0,424.94,35.0,224.12,Delivered,Wallet,119.99,87.99,Non-Coupon Order,2025-09,Sunday,0
1341.0,240,25,2025-07-23,987.82,,0.0,987.82,25.0,581.49,Delivered,Cash,242.32,210.32,Non-Coupon Order,2025-07,Wednesday,0
1342.0,99,9,2025-05-13,320.3,,0.0,320.3,35.0,175.18,Delivered,Upi,92.65,60.65,Non-Coupon Order,2025-05,Tuesday,0
1343.0,217,8,2025-01-01,343.44,,0.0,343.44,0.0,183.77,Delivered,Cash,68.69,36.69,Non-Coupon Order,2025-01,Wednesday,0
1344.0,145,24,2025-04-23,646.72,,0.0,646.72,35.0,343.4,Delivered,Upi,164.34,132.34,Non-Coupon Order,2025-04,Wednesday,0
1345.0,224,18,2025-07-03,961.66,,0.0,961.66,45.0,541.03,Delivered,Cash,218.1,186.1,Non-Coupon Order,2025-07,Thursday,0
1347.0,209,6,2025-12-03,312.13,,0.0,312.13,45.0,187.16,Delivered,Card,107.43,75.43,Non-Coupon Order,2025-12,Wednesday,0
1348.0,272,17,2025-10-31,674.79,,0.0,674.79,55.0,402.0,Delivered,Card,189.96,157.96,Non-Coupon Order,2025-10,Friday,0
1349.0,298,8,2025-05-14,240.79,,0.0,240.79,55.0,138.34,Delivered,Card,103.16,71.16,Non-Coupon Order,2025-05,Wednesday,0
1350.0,117,20,2025-08-28,571.22,,0.0,571.22,35.0,365.34,Delivered,Wallet,149.24,117.24,Non-Coupon Order,2025-08,Thursday,0
1351.0,19,20,2025-05-15,231.08,,0.0,231.08,25.0,134.94,Delivered,Cash,71.22,39.22,Non-Coupon Order,2025-05,Thursday,0
1352.0,270,20,2025-05-06,913.24,,0.0,913.24,55.0,496.15,Delivered,Wallet,237.65,205.65,Non-Coupon Order,2025-05,Tuesday,0
1353.0,173,30,2025-07-16,394.65,,0.0,394.65,55.0,247.42,Delivered,Upi,133.93,101.93,Non-Coupon Order,2025-07,Wednesday,0
1354.0,266,7,2025-12-18,567.22,,0.0,567.22,45.0,349.84,Delivered,Cash,158.44,126.44,Non-Coupon Order,2025-12,Thursday,0
1355.0,282,16,2025-02-12,583.45,,0.0,583.45,25.0,309.23,Delivered,Card,141.69,109.69,Non-Coupon Order,2025-02,Wednesday,0
1356.0,212,14,2025-06-11,263.45,,0.0,263.45,35.0,155.27,Delivered,Cash,100.86,68.86,Non-Coupon Order,2025-06,Wednesday,0
1357.0,20,27,2025-11-17,244.03,,0.0,244.03,25.0,131.05,Delivered,Card,78.69,46.69,Non-Coupon Order,2025-11,Monday,0
1358.0,152,14,2025-10-10,571.86,,0.0,571.86,25.0,356.46,Delivered,Upi,167.97,135.97,Non-Coupon Order,2025-10,Friday,0
1359.0,101,28,2025-03-20,291.64,,0.0,291.64,0.0,179.48,Delivered,Wallet,72.91,40.91,Non-Coupon Order,2025-03,Thursday,0
1360.0,247,15,2025-06-25,1099.3,8.0,180.0,919.3,45.0,654.24,Delivered,Wallet,264.86,52.86,Coupon Order,2025-06,Wednesday,0
1361.0,217,16,2025-01-26,447.99,,0.0,447.99,0.0,282.27,Delivered,Upi,89.6,57.6,Non-Coupon Order,2025-01,Sunday,0
1362.0,108,23,2025-04-12,894.4,,0.0,894.4,25.0,562.26,Delivered,Upi,185.99,153.99,Non-Coupon Order,2025-04,Saturday,0
1363.0,250,7,2025-12-12,623.51,,0.0,623.51,25.0,333.05,Delivered,Wallet,149.7,117.7,Non-Coupon Order,2025-12,Friday,0
1364.0,143,25,2025-03-19,1372.31,,0.0,1372.31,35.0,727.67,Delivered,Upi,336.91,304.91,Non-Coupon Order,2025-03,Wednesday,0
1365.0,173,20,2025-06-30,1246.06,,0.0,1246.06,45.0,713.28,Delivered,Wallet,294.21,262.21,Non-Coupon Order,2025-06,Monday,0
1366.0,158,4,2025-11-20,343.45,,0.0,343.45,0.0,181.0,Delivered,Cash,61.82,29.82,Non-Coupon Order,2025-11,Thursday,0
1367.0,174,17,2025-08-05,619.54,4.0,55.0,564.54,0.0,332.26,Delivered,Upi,123.91,36.91,Coupon Order,2025-08,Tuesday,0
1368.0,129,11,2025-05-07,324.48,,0.0,324.48,25.0,192.66,Delivered,Upi,106.12,74.12,Non-Coupon Order,2025-05,Wednesday,0
1369.0,114,9,2025-05-07,325.92,,0.0,325.92,25.0,178.84,Delivered,Cash,83.67,51.67,Non-Coupon Order,2025-05,Wednesday,0
1370.0,74,25,2025-01-25,224.11,,0.0,224.11,0.0,124.49,Delivered,Card,49.3,17.3,Non-Coupon Order,2025-01,Saturday,0
1371.0,282,29,2025-04-08,591.85,,0.0,591.85,45.0,313.2,Delivered,Cash,175.21,143.21,Non-Coupon Order,2025-04,Tuesday,0
1372.0,9,12,2025-03-09,233.7,,0.0,233.7,0.0,126.27,Delivered,Card,58.43,26.43,Non-Coupon Order,2025-03,Sunday,0
1373.0,139,21,2025-03-08,322.52,,0.0,322.52,55.0,199.47,Delivered,Cash,113.05,81.05,Non-Coupon Order,2025-03,Saturday,0
1374.0,284,12,2025-10-14,619.51,,0.0,619.51,25.0,375.61,Delivered,Cash,179.88,147.88,Non-Coupon Order,2025-10,Tuesday,0
1375.0,257,14,2025-06-07,455.96,,0.0,455.96,55.0,241.74,Delivered,Wallet,168.99,136.99,Non-Coupon Order,2025-06,Saturday,0
1376.0,271,8,2025-10-13,337.83,,0.0,337.83,35.0,203.81,Delivered,Upi,102.57,70.57,Non-Coupon Order,2025-10,Monday,0
1377.0,4,26,2025-02-01,323.98,,0.0,323.98,25.0,195.83,Delivered,Card,106.0,74.0,Non-Coupon Order,2025-02,Saturday,0
1378.0,86,3,2025-09-29,1067.18,,0.0,1067.18,45.0,619.77,Delivered,Upi,311.8,279.8,Non-Coupon Order,2025-09,Monday,0
1379.0,184,18,2025-12-22,291.18,,0.0,291.18,25.0,185.07,Delivered,Wallet,77.41,45.41,Non-Coupon Order,2025-12,Monday,0
1380.0,5,15,2025-08-20,349.63,,0.0,349.63,35.0,221.2,Delivered,Card,104.93,72.93,Non-Coupon Order,2025-08,Wednesday,0
1381.0,153,6,2025-10-03,1448.7,,0.0,1448.7,0.0,880.57,Delivered,Upi,289.74,257.74,Non-Coupon Order,2025-10,Friday,0
1382.0,37,21,2025-11-15,395.67,,0.0,395.67,0.0,241.74,Delivered,Upi,71.22,39.22,Non-Coupon Order,2025-11,Saturday,0
1383.0,279,24,2025-09-13,435.55,,0.0,435.55,25.0,271.73,Delivered,Upi,112.11,80.11,Non-Coupon Order,2025-09,Saturday,0
1384.0,209,8,2025-01-13,382.93,,0.0,382.93,35.0,241.96,Delivered,Upi,111.59,79.59,Non-Coupon Order,2025-01,Monday,0
1385.0,25,27,2025-01-24,487.22,,0.0,487.22,35.0,262.08,Delivered,Wallet,142.19,110.19,Non-Coupon Order,2025-01,Friday,0
1386.0,4,18,2025-02-11,300.54,,0.0,300.54,0.0,190.97,Delivered,Cash,54.1,22.1,Non-Coupon Order,2025-02,Tuesday,0
1387.0,57,1,2025-12-30,502.59,,0.0,502.59,25.0,318.73,Delivered,Wallet,135.57,103.57,Non-Coupon Order,2025-12,Tuesday,0
1388.0,1,20,2025-09-16,520.79,,0.0,520.79,35.0,273.48,Delivered,Wallet,139.16,107.16,Non-Coupon Order,2025-09,Tuesday,0
1389.0,36,12,2025-03-14,262.29,,0.0,262.29,45.0,166.25,Delivered,Card,110.57,78.57,Non-Coupon Order,2025-03,Friday,0
1390.0,231,16,2025-02-19,500.13,,0.0,500.13,25.0,284.99,Delivered,Wallet,125.03,93.03,Non-Coupon Order,2025-02,Wednesday,0
1391.0,81,29,2025-11-25,694.13,,0.0,694.13,45.0,418.35,Delivered,Card,197.71,165.71,Non-Coupon Order,2025-11,Tuesday,0
1392.0,204,23,2025-06-14,265.28,,0.0,265.28,55.0,154.72,Delivered,Wallet,102.75,70.75,Non-Coupon Order,2025-06,Saturday,0
1393.0,131,28,2025-04-06,1129.36,,0.0,1129.36,35.0,657.32,Delivered,Card,317.34,285.34,Non-Coupon Order,2025-04,Sunday,0
1394.0,252,4,2025-07-18,223.65,,0.0,223.65,0.0,135.5,Delivered,Card,40.26,8.26,Non-Coupon Order,2025-07,Friday,0
1395.0,96,16,2025-10-11,514.85,,0.0,514.85,35.0,304.34,Delivered,Wallet,137.97,105.97,Non-Coupon Order,2025-10,Saturday,0
1397.0,50,16,2025-11-10,924.46,,0.0,924.46,25.0,503.72,Delivered,Upi,209.89,177.89,Non-Coupon Order,2025-11,Monday,0
1398.0,264,11,2025-04-22,555.39,,0.0,555.39,0.0,345.96,Delivered,Cash,138.85,106.85,Non-Coupon Order,2025-04,Tuesday,0
1399.0,176,25,2025-03-02,449.28,,0.0,449.28,55.0,286.28,Delivered,Wallet,153.84,121.84,Non-Coupon Order,2025-03,Sunday,0
1400.0,120,11,2025-06-15,342.22,,0.0,342.22,35.0,207.35,Delivered,Card,120.56,88.56,Non-Coupon Order,2025-06,Sunday,0
1401.0,28,28,2025-12-06,406.09,,0.0,406.09,0.0,253.27,Delivered,Upi,101.52,69.52,Non-Coupon Order,2025-12,Saturday,0
1402.0,53,19,2025-10-03,814.76,,0.0,814.76,0.0,444.59,Delivered,Upi,179.25,147.25,Non-Coupon Order,2025-10,Friday,0
1404.0,121,4,2025-11-11,515.35,,0.0,515.35,25.0,313.98,Delivered,Upi,117.76,85.76,Non-Coupon Order,2025-11,Tuesday,0
1405.0,182,19,2025-05-10,994.88,,0.0,994.88,0.0,556.36,Delivered,Wallet,218.87,186.87,Non-Coupon Order,2025-05,Saturday,0
1407.0,203,15,2025-10-02,403.33,,0.0,403.33,45.0,221.92,Delivered,Cash,125.67,93.67,Non-Coupon Order,2025-10,Thursday,0
1408.0,5,2,2025-03-20,747.85,,0.0,747.85,55.0,450.28,Delivered,Upi,189.61,157.61,Non-Coupon Order,2025-03,Thursday,0
1409.0,82,28,2025-02-24,515.91,,0.0,515.91,25.0,275.25,Delivered,Upi,153.98,121.98,Non-Coupon Order,2025-02,Monday,0
1410.0,22,9,2025-03-26,313.32,,0.0,313.32,35.0,185.69,Delivered,Card,91.4,59.4,Non-Coupon Order,2025-03,Wednesday,0
1411.0,42,22,2025-12-04,574.09,,0.0,574.09,35.0,335.29,Delivered,Card,178.52,146.52,Non-Coupon Order,2025-12,Thursday,0
1412.0,114,8,2025-08-26,265.52,,0.0,265.52,25.0,146.9,Delivered,Card,78.1,46.1,Non-Coupon Order,2025-08,Tuesday,0
1413.0,19,23,2025-07-15,701.23,,0.0,701.23,45.0,406.01,Delivered,Card,171.22,139.22,Non-Coupon Order,2025-07,Tuesday,0
1414.0,7,15,2025-09-10,492.42,,0.0,492.42,25.0,311.53,Delivered,Wallet,123.48,91.48,Non-Coupon Order,2025-09,Wednesday,0
1415.0,284,29,2025-02-03,410.65,,0.0,410.65,25.0,256.84,Delivered,Wallet,115.34,83.34,Non-Coupon Order,2025-02,Monday,0
1416.0,218,11,2025-12-30,788.24,,0.0,788.24,35.0,412.3,Delivered,Wallet,232.06,200.06,Non-Coupon Order,2025-12,Tuesday,0
1417.0,259,28,2025-12-02,597.64,,0.0,597.64,35.0,336.52,Delivered,Wallet,184.41,152.41,Non-Coupon Order,2025-12,Tuesday,0
1418.0,274,7,2025-07-20,693.14,,0.0,693.14,45.0,402.22,Delivered,Upi,183.63,151.63,Non-Coupon Order,2025-07,Sunday,0
1419.0,229,4,2025-03-03,517.91,,0.0,517.91,45.0,302.82,Delivered,Wallet,138.22,106.22,Non-Coupon Order,2025-03,Monday,0
1420.0,192,16,2025-01-31,613.68,,0.0,613.68,45.0,377.56,Delivered,Card,167.74,135.74,Non-Coupon Order,2025-01,Friday,0
1421.0,21,4,2025-10-11,324.4,,0.0,324.4,0.0,192.03,Delivered,Card,58.39,26.39,Non-Coupon Order,2025-10,Saturday,0
1422.0,96,8,2025-11-06,1564.05,,0.0,1564.05,55.0,899.61,Delivered,Cash,367.81,335.81,Non-Coupon Order,2025-11,Thursday,0
1423.0,70,22,2025-01-10,1381.75,,0.0,1381.75,0.0,842.56,Delivered,Wallet,345.44,313.44,Non-Coupon Order,2025-01,Friday,0
1424.0,109,18,2025-04-09,608.29,,0.0,608.29,45.0,381.55,Delivered,Wallet,154.49,122.49,Non-Coupon Order,2025-04,Wednesday,0
1425.0,86,27,2025-06-09,247.08,,0.0,247.08,25.0,156.39,Delivered,Upi,79.36,47.36,Non-Coupon Order,2025-06,Monday,0
1426.0,226,11,2025-01-02,586.98,,0.0,586.98,0.0,356.5,Delivered,Upi,146.75,114.75,Non-Coupon Order,2025-01,Thursday,0
1427.0,20,8,2025-06-03,292.25,,0.0,292.25,55.0,157.02,Delivered,Cash,113.45,81.45,Non-Coupon Order,2025-06,Tuesday,0
1428.0,210,5,2025-03-19,350.5,,0.0,350.5,35.0,186.69,Delivered,Upi,105.1,73.1,Non-Coupon Order,2025-03,Wednesday,0
1429.0,28,11,2025-11-22,656.16,,0.0,656.16,0.0,352.41,Delivered,Upi,164.04,132.04,Non-Coupon Order,2025-11,Saturday,0
1430.0,259,5,2025-03-19,2738.41,,0.0,2738.41,35.0,1657.16,Delivered,Card,582.68,550.68,Non-Coupon Order,2025-03,Wednesday,0
1431.0,289,5,2025-12-03,1052.82,,0.0,1052.82,35.0,564.42,Delivered,Card,245.56,213.56,Non-Coupon Order,2025-12,Wednesday,0
1432.0,268,24,2025-07-23,355.2,,0.0,355.2,55.0,199.74,Delivered,Cash,126.04,94.04,Non-Coupon Order,2025-07,Wednesday,0
1433.0,153,15,2025-09-24,871.05,,0.0,871.05,35.0,490.49,Delivered,Upi,209.21,177.21,Non-Coupon Order,2025-09,Wednesday,0
1434.0,25,27,2025-11-25,717.62,,0.0,717.62,45.0,417.12,Delivered,Wallet,202.88,170.88,Non-Coupon Order,2025-11,Tuesday,0
1435.0,136,29,2025-11-29,619.93,,0.0,619.93,25.0,380.78,Delivered,Card,161.38,129.38,Non-Coupon Order,2025-11,Saturday,0
1436.0,239,17,2025-03-19,757.42,,0.0,757.42,45.0,410.97,Delivered,Card,196.48,164.48,Non-Coupon Order,2025-03,Wednesday,0
1437.0,279,22,2025-05-11,355.26,,0.0,355.26,0.0,222.09,Delivered,Card,88.82,56.82,Non-Coupon Order,2025-05,Sunday,0
1438.0,77,11,2025-12-22,888.82,,0.0,888.82,25.0,541.79,Delivered,Cash,247.21,215.21,Non-Coupon Order,2025-12,Monday,0
1439.0,90,18,2025-08-15,371.38,,0.0,371.38,25.0,223.02,Delivered,Upi,91.85,59.85,Non-Coupon Order,2025-08,Friday,0
1440.0,84,4,2025-06-21,225.02,,0.0,225.02,25.0,142.14,Delivered,Card,65.5,33.5,Non-Coupon Order,2025-06,Saturday,0
1441.0,64,28,2025-08-22,255.43,,0.0,255.43,55.0,162.63,Delivered,Cash,118.86,86.86,Non-Coupon Order,2025-08,Friday,0
1442.0,223,21,2025-04-23,949.6,,0.0,949.6,0.0,603.83,Delivered,Card,170.93,138.93,Non-Coupon Order,2025-04,Wednesday,0
1443.0,148,13,2025-05-24,757.16,,0.0,757.16,0.0,428.02,Delivered,Card,166.58,134.58,Non-Coupon Order,2025-05,Saturday,0
1444.0,275,6,2025-10-11,819.68,,0.0,819.68,55.0,484.35,Delivered,Upi,218.94,186.94,Non-Coupon Order,2025-10,Saturday,0
1445.0,251,11,2025-05-11,314.19,,0.0,314.19,55.0,172.69,Delivered,Card,133.55,101.55,Non-Coupon Order,2025-05,Sunday,0
1446.0,47,3,2025-09-26,1216.5,,0.0,1216.5,0.0,650.8,Delivered,Wallet,304.13,272.13,Non-Coupon Order,2025-09,Friday,0
1447.0,86,14,2025-04-25,288.61,,0.0,288.61,45.0,169.38,Delivered,Card,117.15,85.15,Non-Coupon Order,2025-04,Friday,0
1448.0,137,8,2025-02-18,478.76,,0.0,478.76,45.0,296.49,Delivered,Cash,140.75,108.75,Non-Coupon Order,2025-02,Tuesday,0
1449.0,297,13,2025-09-11,964.08,,0.0,964.08,55.0,551.66,Delivered,Cash,267.1,235.1,Non-Coupon Order,2025-09,Thursday,0
1451.0,249,20,2025-03-17,363.9,,0.0,363.9,35.0,193.11,Delivered,Cash,107.78,75.78,Non-Coupon Order,2025-03,Monday,0
1452.0,246,28,2025-09-28,457.46,,0.0,457.46,35.0,253.89,Delivered,Card,149.37,117.37,Non-Coupon Order,2025-09,Sunday,0
1453.0,95,16,2025-09-11,227.32,,0.0,227.32,35.0,134.36,Delivered,Card,80.46,48.46,Non-Coupon Order,2025-09,Thursday,0
1454.0,271,23,2025-03-26,468.9,,0.0,468.9,25.0,287.08,Delivered,Wallet,109.4,77.4,Non-Coupon Order,2025-03,Wednesday,0
1455.0,87,22,2025-07-16,321.87,,0.0,321.87,35.0,187.65,Delivered,Cash,115.47,83.47,Non-Coupon Order,2025-07,Wednesday,0
1456.0,139,9,2025-08-28,408.3,,0.0,408.3,55.0,252.74,Delivered,Upi,128.49,96.49,Non-Coupon Order,2025-08,Thursday,0
1457.0,33,26,2025-08-21,606.72,,0.0,606.72,55.0,381.64,Delivered,Card,206.68,174.68,Non-Coupon Order,2025-08,Thursday,0
1458.0,95,16,2025-10-26,465.22,,0.0,465.22,45.0,282.45,Delivered,Cash,138.04,106.04,Non-Coupon Order,2025-10,Sunday,0
1459.0,177,9,2025-02-28,265.76,,0.0,265.76,45.0,162.7,Delivered,Cash,92.84,60.84,Non-Coupon Order,2025-02,Friday,0
1460.0,219,18,2025-03-25,240.77,,0.0,240.77,25.0,135.79,Delivered,Upi,68.34,36.34,Non-Coupon Order,2025-03,Tuesday,0
1461.0,103,26,2025-01-18,252.75,,0.0,252.75,45.0,148.15,Delivered,Wallet,108.19,76.19,Non-Coupon Order,2025-01,Saturday,0
1462.0,118,25,2025-06-26,334.47,,0.0,334.47,35.0,193.14,Delivered,Card,108.58,76.58,Non-Coupon Order,2025-06,Thursday,0
1463.0,249,22,2025-03-14,414.3,,0.0,414.3,45.0,236.09,Delivered,Card,148.57,116.57,Non-Coupon Order,2025-03,Friday,0
1464.0,88,6,2025-03-03,876.98,,0.0,876.98,25.0,486.33,Delivered,Card,200.4,168.4,Non-Coupon Order,2025-03,Monday,0
1465.0,254,2,2025-10-08,1400.14,7.0,250.0,1150.14,45.0,728.18,Delivered,Card,297.03,15.03,Coupon Order,2025-10,Wednesday,0
1466.0,157,2,2025-02-16,424.14,,0.0,424.14,45.0,263.14,Delivered,Cash,121.35,89.35,Non-Coupon Order,2025-02,Sunday,0
1467.0,148,4,2025-11-07,1184.31,,0.0,1184.31,25.0,731.34,Delivered,Card,238.18,206.18,Non-Coupon Order,2025-11,Friday,0
1468.0,114,15,2025-08-24,636.14,,0.0,636.14,25.0,376.95,Delivered,Card,152.23,120.23,Non-Coupon Order,2025-08,Sunday,0
1469.0,137,7,2025-10-11,481.62,,0.0,481.62,45.0,259.66,Delivered,Upi,141.32,109.32,Non-Coupon Order,2025-10,Saturday,0
1470.0,109,20,2025-08-17,357.98,,0.0,357.98,0.0,200.95,Delivered,Upi,71.6,39.6,Non-Coupon Order,2025-08,Sunday,0
1471.0,12,12,2025-07-04,316.84,,0.0,316.84,35.0,180.38,Delivered,Cash,114.21,82.21,Non-Coupon Order,2025-07,Friday,0
1472.0,281,3,2025-04-09,661.39,,0.0,661.39,0.0,365.25,Delivered,Wallet,165.35,133.35,Non-Coupon Order,2025-04,Wednesday,0
1473.0,169,25,2025-10-01,291.42,,0.0,291.42,45.0,171.64,Delivered,Cash,109.11,77.11,Non-Coupon Order,2025-10,Wednesday,0
1474.0,101,25,2025-12-30,241.58,,0.0,241.58,55.0,134.28,Delivered,Wallet,108.15,76.15,Non-Coupon Order,2025-12,Tuesday,0
1475.0,261,11,2025-08-16,1261.47,,0.0,1261.47,45.0,763.88,Delivered,Wallet,360.37,328.37,Non-Coupon Order,2025-08,Saturday,0
1476.0,134,8,2025-04-13,727.48,,0.0,727.48,55.0,465.54,Delivered,Upi,200.5,168.5,Non-Coupon Order,2025-04,Sunday,0
1477.0,295,2,2025-06-02,276.34,,0.0,276.34,35.0,173.25,Delivered,Card,84.74,52.74,Non-Coupon Order,2025-06,Monday,0
1478.0,76,11,2025-10-28,909.43,,0.0,909.43,0.0,485.73,Delivered,Wallet,227.36,195.36,Non-Coupon Order,2025-10,Tuesday,0
1479.0,114,21,2025-02-26,338.13,,0.0,338.13,25.0,214.19,Delivered,Upi,85.86,53.86,Non-Coupon Order,2025-02,Wednesday,0
1480.0,53,4,2025-05-12,459.58,,0.0,459.58,45.0,277.87,Delivered,Upi,127.72,95.72,Non-Coupon Order,2025-05,Monday,0
1481.0,124,10,2025-06-08,657.11,,0.0,657.11,25.0,368.16,Delivered,Upi,143.28,111.28,Non-Coupon Order,2025-06,Sunday,0
1482.0,56,5,2025-08-03,626.77,,0.0,626.77,45.0,358.3,Delivered,Wallet,170.35,138.35,Non-Coupon Order,2025-08,Sunday,0
1483.0,177,16,2025-05-21,360.42,,0.0,360.42,25.0,196.85,Delivered,Card,97.08,65.08,Non-Coupon Order,2025-05,Wednesday,0
1484.0,15,30,2025-02-18,445.49,,0.0,445.49,35.0,284.32,Delivered,Cash,124.1,92.1,Non-Coupon Order,2025-02,Tuesday,0
1486.0,135,28,2025-04-01,611.37,,0.0,611.37,25.0,383.14,Delivered,Cash,177.84,145.84,Non-Coupon Order,2025-04,Tuesday,0
1487.0,28,13,2025-03-20,597.83,,0.0,597.83,0.0,347.61,Delivered,Card,131.52,99.52,Non-Coupon Order,2025-03,Thursday,0
1488.0,222,20,2025-11-26,958.01,,0.0,958.01,45.0,558.11,Delivered,Wallet,236.6,204.6,Non-Coupon Order,2025-11,Wednesday,0
1489.0,78,19,2025-01-31,260.03,,0.0,260.03,55.0,135.75,Delivered,Card,112.21,80.21,Non-Coupon Order,2025-01,Friday,0
1490.0,286,6,2025-07-09,318.44,,0.0,318.44,45.0,187.4,Delivered,Wallet,108.69,76.69,Non-Coupon Order,2025-07,Wednesday,0
1491.0,49,23,2025-11-22,337.26,,0.0,337.26,25.0,178.63,Delivered,Card,85.71,53.71,Non-Coupon Order,2025-11,Saturday,0
1492.0,271,24,2025-08-13,532.61,,0.0,532.61,0.0,298.14,Delivered,Cash,106.52,74.52,Non-Coupon Order,2025-08,Wednesday,0
1493.0,194,25,2025-07-13,232.93,,0.0,232.93,0.0,137.63,Delivered,Wallet,51.24,19.24,Non-Coupon Order,2025-07,Sunday,0
1494.0,175,17,2025-10-23,303.6,,0.0,303.6,55.0,167.91,Delivered,Upi,115.72,83.72,Non-Coupon Order,2025-10,Thursday,0
1495.0,17,28,2025-06-12,374.47,,0.0,374.47,25.0,208.13,Delivered,Wallet,118.62,86.62,Non-Coupon Order,2025-06,Thursday,0
1496.0,108,20,2025-03-13,669.47,,0.0,669.47,35.0,418.79,Delivered,Wallet,168.89,136.89,Non-Coupon Order,2025-03,Thursday,0
1497.0,117,17,2025-03-09,400.64,,0.0,400.64,45.0,228.79,Delivered,Cash,125.13,93.13,Non-Coupon Order,2025-03,Sunday,0
1498.0,255,9,2025-07-20,915.41,,0.0,915.41,0.0,527.38,Delivered,Cash,164.77,132.77,Non-Coupon Order,2025-07,Sunday,0
1499.0,3,10,2025-03-09,353.89,,0.0,353.89,25.0,212.22,Delivered,Wallet,88.7,56.7,Non-Coupon Order,2025-03,Sunday,0
1500.0,16,7,2025-07-03,1402.8,,0.0,1402.8,0.0,771.05,Delivered,Wallet,280.56,248.56,Non-Coupon Order,2025-07,Thursday,0
1501.0,38,9,2025-11-15,590.1,,0.0,590.1,25.0,371.89,Delivered,Cash,131.22,99.22,Non-Coupon Order,2025-11,Saturday,0
1502.0,262,4,2025-03-26,410.35,,0.0,410.35,55.0,224.56,Delivered,Wallet,128.86,96.86,Non-Coupon Order,2025-03,Wednesday,0
1503.0,50,5,2025-06-08,1255.61,,0.0,1255.61,35.0,663.61,Delivered,Card,286.12,254.12,Non-Coupon Order,2025-06,Sunday,0
1504.0,221,6,2025-02-20,315.41,,0.0,315.41,25.0,190.24,Delivered,Card,88.08,56.08,Non-Coupon Order,2025-02,Thursday,0
1505.0,180,5,2025-10-14,340.12,,0.0,340.12,55.0,196.01,Delivered,Wallet,123.02,91.02,Non-Coupon Order,2025-10,Tuesday,0
1506.0,129,20,2025-12-26,590.2,,0.0,590.2,45.0,357.62,Delivered,Cash,163.04,131.04,Non-Coupon Order,2025-12,Friday,0
1507.0,19,24,2025-07-03,250.64,,0.0,250.64,55.0,145.89,Delivered,Card,105.13,73.13,Non-Coupon Order,2025-07,Thursday,0
1508.0,192,2,2025-01-28,377.99,,0.0,377.99,0.0,222.91,Delivered,Card,68.04,36.04,Non-Coupon Order,2025-01,Tuesday,0
1509.0,216,27,2025-06-27,262.8,,0.0,262.8,35.0,149.65,Delivered,Card,92.82,60.82,Non-Coupon Order,2025-06,Friday,0
1511.0,278,30,2025-02-05,404.67,,0.0,404.67,35.0,223.03,Delivered,Cash,115.93,83.93,Non-Coupon Order,2025-02,Wednesday,0
1512.0,210,4,2025-04-22,628.21,,0.0,628.21,25.0,387.99,Delivered,Upi,138.08,106.08,Non-Coupon Order,2025-04,Tuesday,0
1513.0,16,21,2025-01-23,741.29,,0.0,741.29,55.0,426.7,Delivered,Card,188.43,156.43,Non-Coupon Order,2025-01,Thursday,0
1514.0,127,24,2025-09-02,960.46,,0.0,960.46,25.0,499.94,Delivered,Card,217.09,185.09,Non-Coupon Order,2025-09,Tuesday,0
1516.0,294,2,2025-12-24,830.14,,0.0,830.14,0.0,488.61,Delivered,Wallet,149.43,117.43,Non-Coupon Order,2025-12,Wednesday,0
1517.0,204,24,2025-11-21,240.95,,0.0,240.95,0.0,126.81,Delivered,Wallet,48.19,16.19,Non-Coupon Order,2025-11,Friday,0
1518.0,161,12,2025-09-24,560.54,,0.0,560.54,45.0,329.78,Delivered,Wallet,185.14,153.14,Non-Coupon Order,2025-09,Wednesday,0
1519.0,244,10,2025-04-03,416.82,4.0,55.0,361.82,0.0,253.38,Delivered,Upi,75.03,-11.97,Coupon Order,2025-04,Thursday,0
1522.0,62,4,2025-03-25,375.83,,0.0,375.83,55.0,209.58,Delivered,Upi,122.65,90.65,Non-Coupon Order,2025-03,Tuesday,0
1523.0,263,11,2025-05-09,584.6,,0.0,584.6,45.0,310.88,Delivered,Wallet,191.15,159.15,Non-Coupon Order,2025-05,Friday,0
